book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
3204,7726892,7726892,10492902,39,316043877,9780316043880.0,Elin Hilderbrand,2010.0,,The Island,,3.88,29029,31977,2225,337,1340,8456,13498,8346,https://images.gr-assets.com/books/1344264696m/7726892.jpg,https://images.gr-assets.com/books/1344264696s/7726892.jpg,0
3209,23341607,23341607,42901131,25,316334529,9780316334520.0,Elin Hilderbrand,2015.0,The Rumor,The Rumor,eng,3.69,22876,29687,2515,478,1885,9678,12035,5611,https://images.gr-assets.com/books/1418769681m/23341607.jpg,https://images.gr-assets.com/books/1418769681s/23341607.jpg,0
3228,25614492,25614492,27126244,45,399160302,9780399160300.0,Ruta Sepetys,2016.0,Salt to the Sea,Salt to the Sea,eng,4.36,39406,45184,9031,300,749,4368,16513,23254,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg,0
3249,15704486,15704486,21366542,35,385743602,9780385743600.0,Brandon Sanderson,2016.0,Calamity,"Calamity (The Reckoners, #3)",eng,4.2,27146,33909,3310,93,680,5383,14098,13655,https://images.gr-assets.com/books/1437098338m/15704486.jpg,https://images.gr-assets.com/books/1437098338s/15704486.jpg,0
3257,23602562,23602562,43166999,37,1101875895,9781101875900.0,Kent Haruf,2015.0,Our Souls at Night,Our Souls at Night,,3.96,26249,33831,5858,488,1746,6807,14388,10402,https://images.gr-assets.com/books/1418766517m/23602562.jpg,https://images.gr-assets.com/books/1418766517s/23602562.jpg,0
3269,24499258,24499258,44094715,37,812998685,9780812998690.0,David Mitchell,2015.0,Slade House,Slade House,eng,3.82,24898,31410,4629,544,1624,7871,14209,7162,https://images.gr-assets.com/books/1446777435m/24499258.jpg,https://images.gr-assets.com/books/1446777435s/24499258.jpg,0
3270,18170143,18170143,25488999,49,316253014,9780316253020.0,Chris Hadfield,2013.0,An Astronaut’s Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,4.14,25474,29675,2831,627,1025,4534,10905,12584,https://images.gr-assets.com/books/1380495144m/18170143.jpg,https://images.gr-assets.com/books/1380495144s/18170143.jpg,0
3284,5181,5181,2471173,23,671042572,9780671042580.0,Bret Lott,1991.0,Jewel (Oprah's Book Club),Jewel,,3.64,31851,32731,587,763,2803,10719,11586,6860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3312,23638955,23638955,43243536,52,778317706,9780778317710.0,Mary Kubica,2015.0,Pretty Baby,Pretty Baby,eng,3.75,24685,30632,3196,524,1962,8622,13039,6485,https://images.gr-assets.com/books/1438274437m/23638955.jpg,https://images.gr-assets.com/books/1438274437s/23638955.jpg,0
3324,18007533,18007533,25273867,2,385351836,9780385351840.0,B.J. Novak,2014.0,One More Thing: Stories and Other Stories,One More Thing: Stories and Other Stories,eng,3.66,28922,31333,3937,1263,2984,8478,11175,7433,https://images.gr-assets.com/books/1393786903m/18007533.jpg,https://images.gr-assets.com/books/1393786903s/18007533.jpg,0
3334,23492741,23492741,43082583,22,1451693591,9781451693590.0,Alice Hoffman,2015.0,The Marriage of Opposites,The Marriage of Opposites,eng,3.86,29179,35046,3256,1528,1858,7192,13765,10703,https://images.gr-assets.com/books/1438581390m/23492741.jpg,https://images.gr-assets.com/books/1438581390s/23492741.jpg,0
3341,18739426,18739426,26616838,21,,,Brandon Sanderson,2016.0,The Bands of Mourning,"The Bands of Mourning (Mistborn, #6)",eng,4.45,28866,33232,2379,42,249,2519,12186,18236,https://images.gr-assets.com/books/1450134973m/18739426.jpg,https://images.gr-assets.com/books/1450134973s/18739426.jpg,0
3343,16071745,16071745,23587857,28,345532740,9780345532750.0,Lauren Graham,2013.0,"Someday, Someday, Maybe","Someday, Someday, Maybe",eng,3.49,30829,34830,4527,886,3434,13182,12528,4800,https://images.gr-assets.com/books/1480527588m/16071745.jpg,https://images.gr-assets.com/books/1480527588s/16071745.jpg,0
3344,12204,12204,14527,64,486275507,9780486275500.0,Robert Frost,1916.0,Mountain Interval,The Road Not Taken and Other Poems,,4.27,30193,31403,275,274,742,4748,10263,15376,https://images.gr-assets.com/books/1415677882m/12204.jpg,https://images.gr-assets.com/books/1415677882s/12204.jpg,0
3372,23009402,23009402,42576172,22,451474708,9780451474700.0,Sarah Dessen,2015.0,Saint Anything,Saint Anything,eng,4.05,35111,37819,4929,524,1357,7382,15083,13473,https://images.gr-assets.com/books/1414680105m/23009402.jpg,https://images.gr-assets.com/books/1414680105s/23009402.jpg,0
3373,13320466,13320466,18526942,49,385350287,9780385350280.0,Ayana Mathis,2012.0,The Twelve Tribes of Hattie,The Twelve Tribes of Hattie,eng,3.46,28058,31252,4690,924,3567,11497,10720,4544,https://images.gr-assets.com/books/1354713124m/13320466.jpg,https://images.gr-assets.com/books/1354713124s/13320466.jpg,0
3391,24950845,24950845,44610373,25,345542967,9780345542960.0,Janet Evanovich,2015.0,,"Tricky Twenty-Two (Stephanie Plum, #22)",eng,3.92,23408,33786,3663,286,1397,8997,13160,9946,https://images.gr-assets.com/books/1431363154m/24950845.jpg,https://images.gr-assets.com/books/1431363154s/24950845.jpg,0
3392,139855,139855,276686,30,083081650X,9780830816510.0,J.I. Packer,1973.0,Knowing God,Knowing God,eng,4.31,29848,30710,659,453,826,4007,8786,16638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3401,25205422,25205422,44918047,24,145161781X,9781451617820.0,Jennifer Weiner,2015.0,Who Do You Love,Who Do You Love,eng,3.74,22026,27607,2607,468,1716,8131,11470,5822,https://images.gr-assets.com/books/1432136838m/25205422.jpg,https://images.gr-assets.com/books/1432136838s/25205422.jpg,0
3429,18007535,18007535,25273993,37,385538499,9780385538500.0,Jennifer McMahon,2014.0,The Winter People,The Winter People,eng,3.76,27234,31204,4671,515,1886,8907,13279,6617,https://images.gr-assets.com/books/1377582922m/18007535.jpg,https://images.gr-assets.com/books/1377582922s/18007535.jpg,0
3432,18143905,18143905,25539400,27,147675361X,9781476753610.0,Marina Keegan,2014.0,The Opposite of Loneliness,The Opposite of Loneliness: Essays and Stories,eng,3.82,19771,31370,3394,581,2213,8325,11334,8917,https://images.gr-assets.com/books/1401056149m/18143905.jpg,https://images.gr-assets.com/books/1401056149s/18143905.jpg,0
3441,17378527,17378527,24170172,24,545424984,9780545424980.0,Maggie Stiefvater,2016.0,The Raven King,"The Raven King (The Raven Cycle, #4)",eng,4.32,42427,46455,9014,363,1331,5848,14677,24236,https://images.gr-assets.com/books/1477103790m/17378527.jpg,https://images.gr-assets.com/books/1477103790s/17378527.jpg,0
3447,18003300,18003300,25266150,10,473235501,9780473235500.0,Lang Leav,2013.0,Love & Misadventure,Love & Misadventure,eng,4.05,28782,30703,2530,1175,1920,5133,8570,13905,https://images.gr-assets.com/books/1370084153m/18003300.jpg,https://images.gr-assets.com/books/1370084153s/18003300.jpg,0
3461,26245853,26245853,46239650,37,1455566020,9781455566020.0,David Baldacci,2016.0,The Last Mile,"The Last Mile (Amos Decker, #2)",eng,4.22,17326,34436,2562,303,749,4608,14200,14576,https://images.gr-assets.com/books/1450227326m/26245853.jpg,https://images.gr-assets.com/books/1450227326s/26245853.jpg,0
3468,5180,5180,1959357,22,425162443,9780425162450.0,Sheri Reynolds,1995.0,The Rapture of Canaan,The Rapture of Canaan,eng,3.8,30267,30649,773,498,1961,8686,11496,8008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3481,25489025,25489025,18449744,64,553448188,9780553448180.0,"Han Kang, Deborah     Smith",2007.0,채식주의자,The Vegetarian,eng,3.59,27242,37107,5925,995,3564,11558,14631,6359,https://images.gr-assets.com/books/1478196580m/25489025.jpg,https://images.gr-assets.com/books/1478196580s/25489025.jpg,0
3491,20342617,20342617,28323940,18,812994523,9780812994520.0,Bryan Stevenson,2014.0,Just Mercy: A Story of Justice and Redemption,Just Mercy: A Story of Justice and Redemption,eng,4.58,27173,32008,5356,223,371,1791,7720,21903,https://images.gr-assets.com/books/1420795201m/20342617.jpg,https://images.gr-assets.com/books/1420795201s/20342617.jpg,0
3528,24911006,24911006,44518635,20,385538731,9780385538730.0,Jon Krakauer,2015.0,Missoula: Rape and the Justice System in a College Town,Missoula: Rape and the Justice System in a College Town,eng,4.06,24270,27522,4114,407,824,4719,12286,9286,https://images.gr-assets.com/books/1491227618m/24911006.jpg,https://images.gr-assets.com/books/1491227618s/24911006.jpg,0
3546,53645,53645,52320,22,767903382,9780767903390.0,Ruth Reichl,1998.0,Tender at the Bone: Growing Up at the Table,Tender at the Bone: Growing Up at the Table,eng,4.05,27718,28891,2110,202,820,5674,12708,9487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3599,26827675,26827675,46857936,12,110188696X,9781101886960.0,"Leah Remini, Rebecca Paley",2015.0,Troublemaker: Surviving Hollywood and Scientology,Troublemaker: Surviving Hollywood and Scientology,eng,3.98,25172,31771,3803,600,1169,6455,13433,10114,https://images.gr-assets.com/books/1491248986m/26827675.jpg,https://images.gr-assets.com/books/1491248986s/26827675.jpg,0
3623,13353667,13353667,21754877,66,1846058295,9781846058300.0,"James Patterson, Michael Ledwidge",2012.0,Zoo,Zoo,en-GB,3.43,24768,31467,4463,2055,4334,9544,9090,6444,https://images.gr-assets.com/books/1355175463m/13353667.jpg,https://images.gr-assets.com/books/1355175463s/13353667.jpg,0
3659,22836957,22836957,1026225,67,125006662X,9781250066630.0,Michael Punke,2002.0,The Revenant,The Revenant,,3.92,19289,28741,3162,238,1142,6638,13449,7274,https://images.gr-assets.com/books/1409498796m/22836957.jpg,https://images.gr-assets.com/books/1409498796s/22836957.jpg,0
3684,52635,52635,1093522,48,61002828,9780061002820.0,Clive Barker,1986.0,The Hellbound Heart,The Hellbound Heart,eng,4.02,25074,28209,1132,345,1113,6134,10674,9943,https://images.gr-assets.com/books/1327312426m/52635.jpg,https://images.gr-assets.com/books/1327312426s/52635.jpg,0
3691,20620995,19355355,27416593,17,,,Catherine Ryan Hyde,2014.0,,Take Me with You,en-US,4.12,14164,25162,2245,342,934,4150,9609,10127,https://images.gr-assets.com/books/1403110128m/20620995.jpg,https://images.gr-assets.com/books/1403110128s/20620995.jpg,0
3756,23512999,23512999,43116154,54,1501111671,9781501111680.0,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054,28439,3384,395,1213,6521,12347,7963,https://images.gr-assets.com/books/1468705688m/23512999.jpg,https://images.gr-assets.com/books/1468705688s/23512999.jpg,0
3766,9503336,9503336,14331040,33,031609966X,9780316099660.0,Elin Hilderbrand,2011.0,Silver Girl,Silver Girl,en-US,3.87,24819,27355,1819,268,1224,7284,11488,7091,https://images.gr-assets.com/books/1344270562m/9503336.jpg,https://images.gr-assets.com/books/1344270562s/9503336.jpg,0
3770,23395680,23395680,26653661,37,553499114,9780553499120.0,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",eng,4.32,44500,49187,13008,879,1732,5262,14328,26986,https://images.gr-assets.com/books/1443433956m/23395680.jpg,https://images.gr-assets.com/books/1443433956s/23395680.jpg,0
3778,24422492,24422492,44022931,15,1311051155,9781311051160.0,"Colleen Hoover, Tarryn Fisher",2015.0,,"Never Never: Part Two (Never Never, #2)",eng,4.12,31325,35817,4941,307,1288,6551,13499,14172,https://images.gr-assets.com/books/1420928158m/24422492.jpg,https://images.gr-assets.com/books/1420928158s/24422492.jpg,0
3822,23705512,23705512,43314655,18,1476785651,9781476785650.0,"Felicia Day, Joss Whedon",2015.0,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost),eng,4.14,28276,31630,4659,799,1135,4585,11341,13770,https://images.gr-assets.com/books/1440565049m/23705512.jpg,https://images.gr-assets.com/books/1440565049s/23705512.jpg,0
3850,11093329,11093329,16015218,87,316196991,9780316196990.0,Anthony Horowitz,2011.0,The House of Silk,"The House of Silk (Sherlock Holmes, #1)",eng,3.95,23541,29174,3266,551,1256,6201,12330,8836,https://images.gr-assets.com/books/1327877129m/11093329.jpg,https://images.gr-assets.com/books/1327877129s/11093329.jpg,0
3855,28678119,28678119,48870448,34,,,"Erin Watt, Elle Kennedy, Jen Frederick",2016.0,Paper Princess,"Paper Princess (The Royals, #1)",eng,4.08,34831,41366,5460,1456,2164,6381,12999,18366,https://images.gr-assets.com/books/1476744953m/28678119.jpg,https://images.gr-assets.com/books/1476744953s/28678119.jpg,0
3873,26236956,26236956,46227741,46,399175164,9780399175170.0,Nora Roberts,2016.0,The Obsession,The Obsession,eng,4.18,25318,37511,3257,909,1343,5262,12585,17412,https://images.gr-assets.com/books/1444838367m/26236956.jpg,https://images.gr-assets.com/books/1444838367s/26236956.jpg,0
3880,17876897,17876897,25032522,58,1250109302,9781250109310.0,Sylvia Day,2016.0,One With You,"One with You (Crossfire, #5)",eng,4.04,29564,38501,4023,1026,2321,7060,11734,16360,https://images.gr-assets.com/books/1458742883m/17876897.jpg,https://images.gr-assets.com/books/1458742883s/17876897.jpg,0
3908,22875451,22875451,42439906,13,1455557102,9781455557100.0,"Heather Cocks, Jessica  Morgan",2015.0,The Royal We,The Royal We,eng,3.8,25312,28583,4222,751,1929,7071,11415,7417,https://images.gr-assets.com/books/1421107274m/22875451.jpg,https://images.gr-assets.com/books/1421107274s/22875451.jpg,0
3962,22544024,22544024,41824847,10,451419928,9780451419930.0,Susan Meissner,2015.0,Secrets of a Charmed Life,Secrets of a Charmed Life,eng,4.17,21375,25643,3102,236,569,3741,11265,9832,https://images.gr-assets.com/books/1403809486m/22544024.jpg,https://images.gr-assets.com/books/1403809486s/22544024.jpg,0
3976,29354916,29354916,49477649,47,,,John Grisham,2016.0,The Whistler,The Whistler,en-GB,3.87,34797,38967,3480,744,2189,9685,15286,11063,https://images.gr-assets.com/books/1462900031m/29354916.jpg,https://images.gr-assets.com/books/1462900031s/29354916.jpg,0
3987,29632984,29057887,49243235,8,,,Marybeth Mayhew Whalen,2016.0,,The Things We Wish Were True,eng,3.83,20868,29662,2022,400,1581,8038,12428,7215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3993,26192467,26192467,46165271,20,034554692X,9780345546920.0,Emily Giffin,2016.0,,First Comes Love,eng,3.6,22055,28025,2468,578,2428,9539,10457,5023,https://images.gr-assets.com/books/1460900049m/26192467.jpg,https://images.gr-assets.com/books/1460900049s/26192467.jpg,0
4001,25816688,29875363,40296144,42,62200631,9780062200630.0,Joe Hill,2016.0,The Fireman,The Fireman,eng,3.92,17052,27936,4707,608,1756,5728,11042,8802,https://images.gr-assets.com/books/1469316385m/25816688.jpg,https://images.gr-assets.com/books/1469316385s/25816688.jpg,0
4006,18635622,18635622,24992268,79,345533488,9780345533490.0,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,4.19,20009,29445,2769,110,607,4513,12551,11664,https://images.gr-assets.com/books/1423281810m/18635622.jpg,https://images.gr-assets.com/books/1423281810s/18635622.jpg,0
4011,28233082,28233082,48263544,27,,,Robert Bryndza,2016.0,The Girl In The Ice,"The Girl In The Ice (Detective Erika Foster, #1)",eng,3.95,33739,37924,2987,930,1867,7747,15080,12300,https://images.gr-assets.com/books/1450369120m/28233082.jpg,https://images.gr-assets.com/books/1450369120s/28233082.jpg,0
4041,26891429,26891429,17359681,3,034550500X,9780345505000.0,Justin Cronin,2016.0,The City of Mirrors,"The City of Mirrors (The Passage, #3)",eng,4.2,16352,26873,3555,246,848,3897,10172,11710,https://images.gr-assets.com/books/1447866792m/26891429.jpg,https://images.gr-assets.com/books/1447866792s/26891429.jpg,0
4060,16131489,16131489,27238158,56,399162437,9780399162440.0,Rick Yancey,2016.0,The Last Star,"The Last Star (The 5th Wave, #3)",eng,3.64,30324,36016,5377,1076,3951,10593,11769,8627,https://images.gr-assets.com/books/1444237685m/16131489.jpg,https://images.gr-assets.com/books/1444237685s/16131489.jpg,0
4063,24876258,24876258,24239884,19,451466802,9780451466810.0,Jim Butcher,2015.0,The Aeronaut's Windlass,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,4.18,20845,25887,3252,306,863,3593,10293,10832,https://images.gr-assets.com/books/1425415066m/24876258.jpg,https://images.gr-assets.com/books/1425415066s/24876258.jpg,0
4111,29430013,29430013,48321130,27,670026336,9780670026330.0,Tana French,2016.0,,The Trespasser (Dublin Murder Squad #6),eng,3.98,18805,29204,3688,298,1184,5995,13140,8587,https://images.gr-assets.com/books/1462998307m/29430013.jpg,https://images.gr-assets.com/books/1462998307s/29430013.jpg,0
4123,27401883,27401883,46189043,9,,,"Emily Bleeker, Dan John Miller",2016.0,When I'm Gone,When I'm Gone,eng,3.94,33348,34469,1876,1087,1901,7223,11925,12333,https://images.gr-assets.com/books/1465938298m/27401883.jpg,https://images.gr-assets.com/books/1465938298s/27401883.jpg,0
4128,28449257,28449257,47261413,13,316393878,9780316393870.0,Emma Donoghue,2016.0,The Wonder,The Wonder,eng,3.65,26981,32092,4614,641,2569,9823,13277,5782,https://images.gr-assets.com/books/1463229441m/28449257.jpg,https://images.gr-assets.com/books/1463229441s/28449257.jpg,0
4144,25153134,24833801,44476984,17,,,Mark  Edwards,2015.0,Follow You Home,Follow You Home,en-CA,3.86,15871,28787,2071,833,1931,6561,10571,8891,https://images.gr-assets.com/books/1432662633m/25153134.jpg,https://images.gr-assets.com/books/1432662633s/25153134.jpg,0
4151,347656,347656,247323,30,1581344988,9781581344980.0,John Piper,2003.0,Don't Waste Your Life,Don't Waste Your Life,,4.11,20095,20722,597,505,987,3510,6524,9196,https://images.gr-assets.com/books/1369824233m/347656.jpg,https://images.gr-assets.com/books/1369824233s/347656.jpg,0
4176,23212667,23212667,42755300,23,,,Megan Miranda,2016.0,All the Missing Girls,All the Missing Girls,eng,3.79,36522,42454,4825,632,2705,11673,17470,9974,https://images.gr-assets.com/books/1452098621m/23212667.jpg,https://images.gr-assets.com/books/1452098621s/23212667.jpg,0
4225,20980987,20980987,40358230,26,1455581089,9781455581080.0,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,3.97,20075,22114,2349,1080,1341,3823,6721,9149,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg,0
4246,22698568,22698568,42216232,45,62290398,9780062290400.0,Erika Johansen,2015.0,The Invasion of the Tearling,"The Invasion of the Tearling (The Queen of the Tearling, #2)",eng,4.15,24341,29344,3535,238,825,4612,12431,11238,https://images.gr-assets.com/books/1461864829m/22698568.jpg,https://images.gr-assets.com/books/1461864829s/22698568.jpg,0
4260,95887,95887,2203492,116,1576754227,9781576754220.0,Brian Tracy,2001.0,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,en-US,3.84,18288,23687,1906,676,1714,5701,8138,7458,https://images.gr-assets.com/books/1328854785m/95887.jpg,https://images.gr-assets.com/books/1328854785s/95887.jpg,0
4269,25066991,25066991,44751809,38,1455536253,9781455536250.0,David Baldacci,2015.0,The Guilty,"The Guilty (Will Robie, #4)",eng,4.12,12597,24893,1824,336,786,3995,10104,9672,https://images.gr-assets.com/books/1435632658m/25066991.jpg,https://images.gr-assets.com/books/1435632658s/25066991.jpg,0
4283,16130307,16130307,20391423,59,1439136637,9781439136640.0,Lauren Weisberger,2013.0,Revenge Wears Prada: The Devil Returns,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",en-US,2.84,19210,24526,3352,3153,6351,8319,4564,2139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4300,18282800,18282800,18231129,11,,,Carolyn Brown,2011.0,,The Ladies' Room,eng,3.9,25204,26003,1741,895,1773,5562,8529,9244,https://images.gr-assets.com/books/1453689241m/18282800.jpg,https://images.gr-assets.com/books/1453689241s/18282800.jpg,0
4338,52258,25622850,50983,108,393325997,9780393326000.0,Patricia Highsmith,1952.0,The Price of Salt,The Price of Salt,eng,3.93,16348,26100,2522,440,1501,5779,10057,8323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4374,23398625,23398625,42955214,29,052542914X,9780525429140.0,J. Ryan Stradal,2015.0,Kitchens of the Great Midwest,Kitchens of the Great Midwest,eng,3.77,21071,23667,3661,582,1569,6011,9993,5512,https://images.gr-assets.com/books/1428066565m/23398625.jpg,https://images.gr-assets.com/books/1428066565s/23398625.jpg,0
4382,23717678,23717678,27228804,31,316410985,9780316410980.0,"James Patterson, David Ellis",2015.0,The Murder House,The Murder House,eng,4.05,13837,23568,2191,376,984,4239,9424,8545,https://images.gr-assets.com/books/1464826516m/23717678.jpg,https://images.gr-assets.com/books/1464826516s/23717678.jpg,0
4386,20764879,20764879,43242915,21,765376474,9780765376470.0,"V.E. Schwab, Victoria Schwab",2016.0,A Gathering of Shadows,"A Gathering of Shadows (Shades of Magic, #2)",eng,4.33,29389,35079,6274,140,670,3676,13464,17129,https://images.gr-assets.com/books/1429627728m/20764879.jpg,https://images.gr-assets.com/books/1429627728s/20764879.jpg,0
4451,20170296,20170296,28028860,18,385346999,9780385346990.0,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014.0,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,21596,23134,3047,909,1350,5080,8495,7300,https://images.gr-assets.com/books/1400599072m/20170296.jpg,https://images.gr-assets.com/books/1400599072s/20170296.jpg,0
4482,73297,73297,281071,27,842342710,9780842342710.0,Francine Rivers,1995.0,The Scarlet Thread,The Scarlet Thread ,eng,4.14,21233,22189,715,235,821,4007,7627,9499,https://images.gr-assets.com/books/1406510347m/73297.jpg,https://images.gr-assets.com/books/1406510347s/73297.jpg,0
4489,23215469,23215469,42694591,11,62372106,9780062372110.0,Holly Madison,2015.0,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,eng,3.4,13213,20828,2379,1184,2800,7017,6203,3624,https://images.gr-assets.com/books/1427158803m/23215469.jpg,https://images.gr-assets.com/books/1427158803s/23215469.jpg,0
4498,8680418,10381195,13552477,38,345524594,9780345524590.0,Ben Aaronovitch,2011.0,Moon Over Soho,"Moon Over Soho (Peter Grant, #2)",eng,4.1,16566,28024,2098,95,514,4861,13637,8917,https://images.gr-assets.com/books/1320411169m/8680418.jpg,https://images.gr-assets.com/books/1320411169s/8680418.jpg,0
4511,15799936,15799936,21523228,18,1449410243,9781449410250.0,"Matthew Inman, The Oatmeal",2012.0,How to Tell If Your Cat Is Plotting to Kill You,How to Tell If Your Cat Is Plotting to Kill You,eng,3.95,22994,24479,1522,706,1572,5129,7843,9229,https://images.gr-assets.com/books/1461518764m/15799936.jpg,https://images.gr-assets.com/books/1461518764s/15799936.jpg,0
4522,25451555,25451555,45216378,17,1632154382,9781632154380.0,"Brian K. Vaughan, Fiona Staples",2015.0,"Saga, Volume Five","Saga, Vol. 5 (Saga, #5)",eng,4.44,29429,30292,2570,154,389,2442,10419,16888,https://images.gr-assets.com/books/1486028990m/25451555.jpg,https://images.gr-assets.com/books/1486028990s/25451555.jpg,0
4547,18656006,18656006,26470741,29,316099759,9780316099750.0,Elin Hilderbrand,2014.0,The Matchmaker,The Matchmaker,eng,3.82,19094,22424,2013,403,1317,5879,9200,5625,https://images.gr-assets.com/books/1395694896m/18656006.jpg,https://images.gr-assets.com/books/1395694896s/18656006.jpg,0
4563,27209486,27209486,47250967,22,159463467X,9781594634670.0,Emma Straub,2016.0,Modern Lovers,Modern Lovers,,3.45,20453,24033,2283,624,2353,9389,8949,2718,https://images.gr-assets.com/books/1458657735m/27209486.jpg,https://images.gr-assets.com/books/1458657735s/27209486.jpg,0
4576,30253864,30253864,50723245,23,425285170,9780425285180.0,Lauren Graham,2016.0,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between","Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",eng,4.04,30471,34247,5022,157,1125,7307,14372,11286,https://images.gr-assets.com/books/1492797634m/30253864.jpg,https://images.gr-assets.com/books/1492797634s/30253864.jpg,0
4594,31845516,31845516,48126510,20,1250128544,9781250128550.0,Glennon Doyle Melton,2016.0,Love Warrior,Love Warrior,en-US,4.1,20094,26061,3190,548,1293,4361,8772,11087,https://images.gr-assets.com/books/1473164102m/31845516.jpg,https://images.gr-assets.com/books/1473164102s/31845516.jpg,0
4601,25690958,25690958,45519636,24,,,Shonda Rhimes,2015.0,,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",eng,4.05,25816,29603,3643,711,1454,5260,10269,11909,https://images.gr-assets.com/books/1443552148m/25690958.jpg,https://images.gr-assets.com/books/1443552148s/25690958.jpg,0
4615,23281906,23281906,42819811,58,399170863,9780399170870.0,Nora Roberts,2014.0,The Liar,The Liar,eng,3.95,16326,24608,2229,506,1422,5164,9120,8396,https://images.gr-assets.com/books/1415980586m/23281906.jpg,https://images.gr-assets.com/books/1415980586s/23281906.jpg,0
4631,16131025,16131025,21956558,33,316099783,9780316099780.0,Elin Hilderbrand,2013.0,Beautiful Day,Beautiful Day,en-US,3.75,19563,22173,2230,307,1356,6691,9050,4769,https://images.gr-assets.com/books/1352225899m/16131025.jpg,https://images.gr-assets.com/books/1352225899s/16131025.jpg,0
4670,519112,519112,466,45,688156819,9780688156820.0,Tim Burton,1997.0,The Melancholy Death of Oyster Boy and Other Stories,The Melancholy Death of Oyster Boy and Other Stories,en-US,4.13,19773,24907,1558,297,1019,4453,8478,10660,https://images.gr-assets.com/books/1338646527m/519112.jpg,https://images.gr-assets.com/books/1338646527s/519112.jpg,0
4671,5186,5186,459447,29,037570504X,9780375705040.0,Edwidge Danticat,1994.0,"Breath, Eyes, Memory","Breath, Eyes, Memory",eng,3.86,22123,22855,1068,319,1334,5970,8769,6463,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4694,9972053,9972053,14866301,17,399157530,9780399157530.0,Betty White,2011.0,If You Ask Me: And of Course You Won't,If You Ask Me (And of Course You Won't),eng,3.65,22405,23426,2292,843,2269,7212,6985,6117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
